-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,488,-1,-1,-1,376,-1,393,-1,-1,-1,-1,-1,373,-1,-1,-1,-1,-1,-1,451,-1,468,-1,-1,-1,-1,-1,-1,-1,488,-1,-1,-1,376,-1,393,-1,-1,-1,-1,-1,373,-1,-1,-1,-1,-1,-1,451,-1,468,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,487,-1,504,-1,-1,-1,392,-1,409,-1,-1,-1,372,-1,389,-1,-1,-1,-1,450,-1,467,-1,484,-1,-1,-1,-1,-1,487,-1,504,-1,-1,-1,392,-1,409,-1,-1,-1,372,-1,389,-1,-1,-1,-1,450,-1,467,-1,484,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,486,-1,503,-1,520,-1,391,-1,408,-1,425,-1,371,-1,388,-1,405,-1,-1,-1,-1,466,-1,483,-1,500,-1,-1,-1,486,-1,503,-1,520,-1,391,-1,408,-1,425,-1,371,-1,388,-1,405,-1,-1,-1,-1,466,-1,483,-1,500,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,502,-1,519,-1,536,-1,407,-1,424,-1,441,-1,387,-1,404,-1,421,-1,-1,465,-1,482,-1,499,-1,516,-1,-1,-1,502,-1,519,-1,536,-1,407,-1,424,-1,441,-1,387,-1,404,-1,421,-1,-1,465,-1,482,-1,499,-1,516,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,518,-1,535,-1,-1,-1,423,-1,440,-1,-1,-1,403,-1,420,-1,437,-1,-1,481,-1,498,-1,515,-1,532,-1,-1,-1,518,-1,535,-1,-1,-1,423,-1,440,-1,-1,-1,403,-1,420,-1,437,-1,-1,481,-1,498,-1,515,-1,532,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
